date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:00:03	9029/9029	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2012:53:48%20GMT	https://maylox.live/wp-content/themes/newsmatic/assets/lib/js-marquee/jquery.marquee.min.js?ver=1.6.0	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/themes/newsmatic/assets/lib/js-marquee/jquery.marquee.minaff7.js	(from https://maylox.live/how-to/?gclid=EAIaIQobChMI3rnBwN6UgwMVwadaBR1jFQgPEAAYASAAEgIm3vD_BwE)
21:00:04	5534/5534	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Jul%202023%2014:34:44%20GMT	https://maylox.live/wp-content/themes/newsmatic/assets/js/navigation.js?ver=1.2.17	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/themes/newsmatic/assets/js/navigation70e3.js	(from https://maylox.live/how-to/?gclid=EAIaIQobChMI3rnBwN6UgwMVwadaBR1jFQgPEAAYASAAEgIm3vD_BwE)
21:00:04	3139/3139	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Jul%202023%2014:34:44%20GMT	https://maylox.live/wp-content/themes/newsmatic/assets/lib/jquery-cookie/jquery-cookie.js?ver=1.4.1	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/themes/newsmatic/assets/lib/jquery-cookie/jquery-cookie330a.js	(from https://maylox.live/how-to/?gclid=EAIaIQobChMI3rnBwN6UgwMVwadaBR1jFQgPEAAYASAAEgIm3vD_BwE)
21:00:04	16097/16097	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2004%20Aug%202023%2011:29:44%20GMT	https://maylox.live/wp-content/themes/newsmatic/assets/js/theme.js?ver=1.2.17	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/themes/newsmatic/assets/js/theme70e3.js	(from https://maylox.live/how-to/?gclid=EAIaIQobChMI3rnBwN6UgwMVwadaBR1jFQgPEAAYASAAEgIm3vD_BwE)
21:00:05	9028/9028	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Jul%202023%2014:34:44%20GMT	https://maylox.live/wp-content/themes/newsmatic/assets/lib/waypoint/jquery.waypoint.min.js?ver=4.0.1	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/themes/newsmatic/assets/lib/waypoint/jquery.waypoint.minf39e.js	(from https://maylox.live/how-to/?gclid=EAIaIQobChMI3rnBwN6UgwMVwadaBR1jFQgPEAAYASAAEgIm3vD_BwE)
21:00:05	26692/26692	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2JL7SUc.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2JL7SUc.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:05	17076/17076	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa0ZL7SUc.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa0ZL7SUc.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:06	11952/11952	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2ZL7SUc.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2ZL7SUc.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:06	22000/22000	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1pL7SUc.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1pL7SUc.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:06	8640/8640	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2pL7SUc.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa2pL7SUc.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:07	56968/56968	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa25L7SUc.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa25L7SUc.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:07	37924/37924	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1ZL7.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_fvQtMwCp50KnMa1ZL7.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:08	10104/10104	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:18%20GMT	https://maylox.live/wp-content/fonts/jost/92zatBhPNqw73oDd4iYl.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/jost/92zatBhPNqw73oDd4iYl.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:09	16788/16788	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/jost/92zatBhPNqw73ord4iYl.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/jost/92zatBhPNqw73ord4iYl.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:09	26304/26304	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/jost/92zatBhPNqw73oTd4g.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/jost/92zatBhPNqw73oTd4g.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:09	15000/15000	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fCRc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fCRc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:10	1480/1480	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fCBc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fCBc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:10	9576/9576	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fABc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fABc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:10	7120/7120	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fBxc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fBxc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:11	5468/5468	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fCxc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fCxc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:11	11796/11796	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fChc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fChc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:11	15740/15740	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fBBc4.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmSU5fBBc4.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:12	15344/15344	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xKOzY.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xKOzY.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:12	9628/9628	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxKOzY.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxKOzY.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:13	1484/1484	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxKOzY.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxKOzY.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:13	7112/7112	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxKOzY.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxKOzY.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:13	5560/5560	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxKOzY.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxKOzY.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:14	11872/11872	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxKOzY.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxKOzY.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:14	15744/15744	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxK.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxK.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:14	14968/14968	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:19%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fCRc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fCRc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:14	9840/9840	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fABc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fABc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:14	1500/1500	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fCBc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fCBc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:15	7016/7016	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fBxc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fBxc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:15	5604/5604	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fCxc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fCxc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:15	11800/11800	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fChc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fChc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:15	15920/15920	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fBBc4.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmEU9fBBc4.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:16	14684/14684	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfCRc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfCRc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:16	9644/9644	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfABc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfABc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:16	1432/1432	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfCBc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfCBc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:17	6936/6936	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfBxc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfBxc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:17	5548/5548	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfCxc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfCxc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:18	15860/15860	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfBBc4.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmWUlfBBc4.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
21:00:19	14856/14856	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Apr%202023%2011:29:20%20GMT	https://maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmYUtfCRc4EsA.woff2	C:/Users/LENOVO/Downloads/roblox-redirection/maylox.live/wp-content/fonts/roboto/KFOlCnqEu92Fr1MmYUtfCRc4EsA.woff2	(from https://maylox.live/wp-content/fonts/e3372bf7dc26a5f5cc36c558cb946d81.css)
